,IDADE,RENDA_TITULAR,CLASS,ESTADO_CIVIL_CO,ESTADO_CIVIL_SE,ESTADO_CIVIL_SO,ESTADO_CIVIL_VI,CATEGORIAL_PROFISSAO_APOSENTADO,CATEGORIAL_PROFISSAO_ASSALARIADO,CATEGORIAL_PROFISSAO_AUT+NOMO,CATEGORIAL_PROFISSAO_LIBERAL,TIPO_RESIDENCIA_FA,TIPO_RESIDENCIA_FI,TIPO_RESIDENCIA_OU,TIPO_RESIDENCIA_PR,TIPO_RESIDENCIA_SM
3163,27,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3172,50,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3174,38,2500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3175,28,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3179,42,3000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3187,43,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3190,39,2398.49,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3192,22,1050.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3194,41,1000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3196,66,4600.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3198,54,1800.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3199,25,3229.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3201,52,2035.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3203,30,1350.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3207,27,1366.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3215,45,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3219,42,1305.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3222,66,1100.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3232,25,1655.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3233,29,1221.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3236,50,2300.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3239,57,3000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3240,43,916.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3248,56,1613.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3251,30,1628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3252,62,1400.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3255,68,1563.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3265,49,938.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3266,28,1733.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3268,75,712.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3274,50,1168.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3290,51,950.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3291,35,1509.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3299,75,1090.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3303,45,1634.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3309,45,1160.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3310,47,4600.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3313,46,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3324,29,1500.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3325,28,870.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3328,30,1165.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3330,48,800.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3332,36,1711.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3333,44,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3334,31,1230.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3337,40,1500.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3340,38,2100.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3351,52,3279.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3354,72,6894.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3356,48,1295.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3359,44,2454.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3362,52,954.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3364,71,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3372,35,1275.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3377,64,1200.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3383,21,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3384,23,500.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3389,52,3000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3391,23,1200.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3392,28,1210.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3393,47,1800.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3396,32,2375.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3401,74,800.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3403,34,1128.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3414,67,1000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3416,37,1103.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3420,51,1264.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3421,30,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3429,36,4000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3442,64,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3446,50,840.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3453,35,1900.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3454,45,1300.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3465,55,2000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3466,39,954.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3470,60,1898.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3474,42,535.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3487,71,937.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3491,23,1335.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3493,32,1162.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3495,63,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3501,44,1100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3504,22,1230.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3505,72,1600.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3508,23,1235.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3510,67,1330.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3518,43,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3523,47,1500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3525,58,800.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3528,26,1300.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3529,25,3400.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3531,30,1100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3536,39,2011.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3537,71,1254.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3542,61,3000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3548,66,1252.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3549,37,1199.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3551,73,2200.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3552,29,998.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3554,23,1500.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3558,42,1200.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3565,38,1384.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3566,55,1175.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3568,66,1890.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3569,65,937.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3571,67,2400.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3572,46,2600.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3586,46,1700.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3591,65,1200.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3593,67,1430.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3599,27,1500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3600,48,2800.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3601,64,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3602,28,1173.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3605,61,3000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3608,56,2500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3610,37,1500.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3615,55,2000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3619,21,900.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3624,32,937.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3625,46,1100.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3632,58,937.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3633,58,1327.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3635,67,1000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3639,24,1300.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3645,58,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3646,23,1406.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3648,34,600.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3650,67,1500.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3652,32,1206.22,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3660,31,500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3664,63,1400.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3667,35,500.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3668,62,932.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3669,27,1700.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3673,40,1700.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3678,48,1800.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3680,49,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3683,53,1000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3684,68,1390.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3686,48,1350.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3689,35,1212.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3693,49,2640.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3703,36,780.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3705,23,1450.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3707,45,2500.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3708,68,1000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3711,63,1900.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3719,56,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3720,24,3000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3722,32,2053.69,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3723,69,930.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3724,62,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3735,71,2934.35,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3736,53,1800.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3738,64,700.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3740,59,1400.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3742,49,1188.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3743,55,4701.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3744,43,1217.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3750,72,8873.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3756,40,1239.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3765,43,1500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3766,29,1150.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3770,32,1071.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3772,61,1500.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3774,38,3240.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3775,76,2988.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3776,49,1535.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3787,24,1342.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3788,62,1070.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3789,35,3081.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3790,71,2100.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3793,40,1300.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3794,66,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3796,68,1170.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3799,59,1250.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3800,24,1275.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3801,58,954.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3802,36,1620.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3805,47,900.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3809,65,980.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3814,38,2600.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3815,70,6963.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3816,41,4512.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3826,64,1171.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3840,33,1168.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3846,65,2155.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3853,49,3190.16,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3857,38,2000.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3858,49,5000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3860,51,3972.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3861,34,1059.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3873,59,1400.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3876,59,10000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3883,41,2500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3885,24,1000.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3888,27,1300.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3899,28,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3902,34,1026.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3904,49,1141.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3910,51,988.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3917,36,1082.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3918,67,1200.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3923,20,1200.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3931,53,1200.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3936,22,1300.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3940,29,1300.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3942,24,800.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3944,21,845.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3946,60,2000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3954,32,1213.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3960,41,1300.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3967,61,1200.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3970,36,1400.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3973,37,1203.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3974,46,2100.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3975,68,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3980,36,1000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3986,80,1900.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3989,52,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3992,37,1251.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3996,72,855.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4006,72,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4007,56,1100.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4008,28,1169.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4010,61,1800.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4012,57,1500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4013,31,980.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4019,59,937.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4021,40,2500.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4023,26,1992.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4030,63,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4033,58,1800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4048,36,1350.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4051,50,1800.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4052,39,1030.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4055,30,991.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4057,28,997.42,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4058,60,1721.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4059,34,1600.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4061,58,1111.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4062,27,1480.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4072,61,984.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4073,24,1399.84,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4076,24,1270.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4081,73,1873.6,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4083,66,2919.07,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4084,71,1874.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4086,48,850.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4096,29,1200.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4101,65,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4102,24,1200.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4104,37,4000.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4113,28,1548.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4115,22,1230.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4116,60,1940.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4119,22,1166.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4122,57,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4126,67,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4130,64,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4135,27,800.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4137,25,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4150,58,1500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4151,20,1219.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4157,20,1200.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4161,25,2100.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4170,69,937.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4172,41,1195.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4178,20,873.47,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4182,26,1235.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4186,25,1500.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4188,53,1100.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4189,57,1200.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4190,65,2500.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4199,38,2047.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4202,46,1400.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4205,59,1365.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4214,52,948.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4221,35,1629.56,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4228,69,881.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4229,40,3500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4240,77,2140.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4242,26,1200.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4243,65,3650.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4246,28,770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4254,59,2837.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4260,51,2500.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4262,29,1200.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4272,25,1230.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4275,29,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4279,70,2000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4281,41,1500.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4285,53,937.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4288,28,2000.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4289,23,1325.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4290,60,930.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4295,22,1140.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4297,43,1115.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4302,22,524.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4305,34,1012.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4313,44,1000.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
4318,45,1600.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4322,25,1504.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4329,22,600.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4332,31,2463.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4337,58,3000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4345,66,3287.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4346,55,900.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4348,30,1800.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4349,75,937.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4351,60,2300.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4352,78,937.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4353,24,1162.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4354,60,1150.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4358,55,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4359,21,1155.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4364,73,3000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4365,42,1200.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4370,32,1388.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4384,30,937.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4388,58,755.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4389,27,2226.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4400,31,1900.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4405,35,1428.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4407,26,2069.95,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4413,83,902.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4414,38,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4421,20,1094.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4428,65,1500.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4431,56,1140.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4435,53,7336.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4437,30,1800.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4439,52,2400.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4453,47,1600.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4463,21,1200.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4465,46,1135.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4466,53,2000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4468,28,4084.88,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4470,40,1406.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4471,35,1400.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4472,21,1200.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4473,21,1205.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4474,53,2118.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4478,56,1199.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4480,40,944.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4482,28,1700.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4488,26,1175.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4489,48,1171.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4491,26,1180.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4493,74,1314.98,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4495,68,2500.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4499,60,1400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4501,54,1100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4502,26,4348.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4503,49,2370.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4509,58,5500.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4514,58,1432.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4519,45,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4525,49,2145.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4528,51,2000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4532,27,1000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4533,32,2654.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
